1199823583 1228 : 51 30 -- rumpel *!Hans@*.a892f755.de.hmsk
1204324140 1496 : 54 30 -- Natanael|rautig *!*anael28@*.de.hmsk
1204386123 1651 : 67 30 -- nachti_quiz *!sozphobie@*.3422bfb3.net.hmsk
1204387771 1554 : 65 30 -- tigra|quiz *!tigra@*.78.52.imsk
1204388948 1098 : 44 30 -- nachti_quiz *!sozphobie@*.3422bfb3.net.hmsk
1204390426 1440 : 56 30 -- nachti_quiz *!sozphobie@*.3422bfb3.net.hmsk
1204392381 1877 : 60 30 -- nachti_quiz *!sozphobie@*.3422bfb3.net.hmsk
1204474148 1063 : 59 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1204834364 1329 : 53 30 -- syslock *!syslock@*.84db8f92.de.hmsk
1204846036 1591 : 58 30 -- mieze *!*aClient@*.171.158.185.ip-pool.b36b094f.net.hmsk
1204918364 1975 : 76 30 -- _shy_ *!shy1@*.highway.ccd2b4aa.at.hmsk
1204920084 1629 : 64 30 -- nachti_quizt *!sozphobie@*.3422bfb3.net.hmsk
1204921725 1605 : 56 30 -- _shy_ *!shy1@*.highway.ccd2b4aa.at.hmsk
1205001022 910 : 45 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1205001984 914 : 45 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1205003457 1396 : 50 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1205015081 1072 : 57 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1205016108 958 : 47 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1205017202 1042 : 58 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1205018924 1651 : 60 30 -- nachti *!sozphobie@*.3422bfb3.net.hmsk
1205086292 1040 : 52 30 -- rumpel|sozquiz *!rumpel@*.a892f755.de.hmsk
1205093277 1089 : 81 30 -- rumpel|sozquiz *!rumpel@*.a892f755.de.hmsk
1205095855 1670 : 47 30 -- _shy_ *!shy1@*.highway.ccd2b4aa.at.hmsk
1205100071 1393 : 40 30 -- _shy_ *!shy1@*.highway.ccd2b4aa.at.hmsk
1205103332 1124 : 56 30 -- sanny1 *!*aClient@*.171.188.176.ip-pool.b36b094f.net.hmsk
1205170322 1515 : 55 30 -- tigra *!tigra@*.78.52.imsk
1205172243 1807 : 65 30 -- tigra *!tigra@*.78.52.imsk
1205176929 925 : 46 33 -- hyena *!sozphobie@*.a892f755.de.hmsk
1205188769 1410 : 58 30 -- sanny *!*aClient@*.114.232.107.ip-pool.b36b094f.net.hmsk
1205257920 1059 : 53 30 -- stefan73 *!invalid@*.net.hmsk
1205343887 1454 : 50 30 -- tigra *!tigra@*.84db8f92.de.hmsk
1205359543 1494 : 57 30 -- sanny1 *!*aClient@*.171.166.106.ip-pool.b36b094f.net.hmsk
1205429017 1650 : 68 30 -- SallyBrown *!Sally@*.113.82.net.de.140561b8.com.hmsk
1205440050 1257 : 56 30 -- Natanael *!ich@*.de.hmsk
1205616789 969 : 52 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1205617945 1122 : 52 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1205619267 1227 : 69 30 -- Natanael *!ich@*.de.hmsk
1205620702 1298 : 68 30 -- Natanael *!ich@*.de.hmsk
1205622582 1314 : 58 30 -- sanny *!sozphobie@*.171.155.139.ip-pool.b36b094f.net.hmsk
1205627685 1169 : 53 30 -- sanny *!sozphobie@*.171.155.139.ip-pool.b36b094f.net.hmsk
1205689000 1509 : 57 30 -- flango *!flango@*.1f8914eb.de.hmsk
1205690556 1457 : 57 30 -- tigra|afk *!tigra@*.84db8f92.de.hmsk
1205703876 1440 : 56 30 -- Natanael *!ich@*.de.hmsk
1205710651 1597 : 76 30 -- syslock *!syslock@*.92.226.imsk
1205770962 1326 : 51 30 -- sys *!syslock@*.84db8f92.de.hmsk
1205782792 1394 : 53 30 -- sanny *!sozphobie@*.114.233.30.ip-pool.b36b094f.net.hmsk
1205942277 856 : 48 30 -- hyena *!sozphobie@*.a892f755.de.hmsk
1205944098 1158 : 46 30 -- stefan73a *!invalid@*.net.hmsk
1206303655 1199 : 32 30 -- _shy_ *!shy1@*.highway.ccd2b4aa.at.hmsk
1206310342 1381 : 57 30 -- Natanael *!ich@*.de.hmsk
1206563181 1896 : 57 30 -- sanny_depri *!sozphobie@*.171.168.49.ip-pool.b36b094f.net.hmsk
1207768694 1405 : 56 30 -- tigra|afk *!tigra@*.84db8f92.de.hmsk
1208031459 1555 : 63 30 -- Fusselfuchs *!xxx@*.2db3ec63.net.hmsk
1208033001 1500 : 67 30 -- tigra *!tigra@*.84db8f92.de.hmsk
1208038389 2082 : 72 30 -- POS *!Miranda@*.efe0e7b1.de.hmsk
1208042209 1839 : 62 30 -- POS *!Miranda@*.efe0e7b1.de.hmsk
1208044080 1658 : 63 30 -- gwen *!dark.gwen@*.2db3ec63.net.hmsk
1208281424 1045 : 46 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1208712871 1569 : 81 30 -- syslock *!syslock@*.92.227.imsk
1208714322 1388 : 57 30 -- nachti_quiz *!sozphobie@*.3422bfb3.net.hmsk
1208715336 909 : 42 30 -- nachti_quiz *!sozphobie@*.3422bfb3.net.hmsk
1208892089 1661 : 59 30 -- Kleeblatt *!kleeblatt@*.a892f755.de.hmsk
1209156125 1542 : 46 30 -- tigra *!tigra@*.78.52.imsk
1209157540 1241 : 45 30 -- tigra *!tigra@*.78.52.imsk
1209158685 1102 : 46 30 -- tigra *!tigra@*.78.52.imsk
1209167399 1402 : 58 30 -- Natanael *!ich@*.de.hmsk
1209237619 1103 : 46 30 -- rumpel *!rumpel@*.a892f755.de.hmsk
1209412709 889 : 85 30 -- chriz2 *!user@*.f546acd8.at.hmsk
1209413226 484 : 31 30 -- chriz2 *!user@*.f546acd8.at.hmsk
1210018732 1161 : 44 30 -- tigra *!tigra@*.84db8f92.de.hmsk
1210093971 1557 : 44 30 -- insertcoinhere *!*ertcoin@*.b8b21294.net.hmsk
1210096612 2616 : 54 30 -- insertcoinhere *!*ertcoin@*.b8b21294.net.hmsk
1210102576 2068 : 49 30 -- insertcoinhere *!*ertcoin@*.b8b21294.net.hmsk
1210104118 1512 : 41 30 -- insertcoinhere *!*ertcoin@*.b8b21294.net.hmsk
1210105722 1573 : 37 31 -- insertcoinhere *!*ertcoin@*.b8b21294.net.hmsk
1210117339 1142 : 31 30 -- insertcoinhere *!*ertcoin@*.b8b21294.net.hmsk
1210119639 2254 : 50 30 -- insertcoinhere *!*ertcoin@*.b8b21294.net.hmsk
1210121948 2249 : 60 30 -- engel_bett *!kati2@*.2db3ec63.net.hmsk
1210177812 1359 : 66 31 -- rumpel *!rumpel@*.a892f755.de.hmsk
1211294332 1291 : 67 30 -- hyena *!sozphobie@*.a892f755.de.hmsk
1211295837 1447 : 58 30 -- Angsthaber *!sozphobie@*.84db8f92.de.hmsk
1211388277 1136 : 60 30 -- Rael *!Miranda@*.32898ca.DE.hmsk
1211389295 965 : 43 30 -- Rael *!Miranda@*.32898ca.DE.hmsk
1211480160 1218 : 35 30 -- gruenerengelaua *!kati2@*.2db3ec63.net.hmsk
1211481779 1565 : 35 30 -- gruenerengelaua *!kati2@*.2db3ec63.net.hmsk
1211483129 1280 : 47 30 -- gruenerengelaua *!kati2@*.2db3ec63.net.hmsk
1211492091 1382 : 56 30 -- tigra_afk *!tigra@*.84db8f92.de.hmsk
1211570608 1411 : 55 30 -- tigra *!tigra@*.78.52.imsk
1211572728 1986 : 60 30 -- tigra *!tigra@*.78.52.imsk
1211580048 1607 : 75 30 -- stefan73_q *!invalid@*.net.hmsk
1211581582 1460 : 52 30 -- compton *!compton@*.2db3ec63.net.hmsk
1211654033 1644 : 59 30 -- compton *!compton@*.2db3ec63.net.hmsk
1211655556 1328 : 55 31 -- compton *!compton@*.2db3ec63.net.hmsk
1211738071 1390 : 79 30 -- POS *!Miranda@*.efe0e7b1.de.hmsk
1211832314 699 : 48 30 -- rumpel|quiz *!rumpel@*.a892f755.de.hmsk
1211833684 1332 : 64 30 -- rumpel|quiz *!rumpel@*.a892f755.de.hmsk
1211835279 1092 : 37 30 -- engelohnechatzeit *!kati2@*.2db3ec63.net.hmsk
1211837080 1766 : 55 30 -- engelohnechatzeit *!kati2@*.2db3ec63.net.hmsk
1212002293 1635 : 61 30 -- tigra *!tigra@*.78.52.imsk
1212003996 1633 : 75 30 -- stefan73__ *!invalid@*.net.hmsk
1212086539 1273 : 44 30 -- Klee_quiz *!kleeblatt@*.a892f755.de.hmsk
1212087763 1149 : 43 30 -- Klee_quiz *!kleeblatt@*.a892f755.de.hmsk
1212092494 1046 : 42 30 -- hyena *!sozphobie@*.a892f755.de.hmsk
1212093465 939 : 40 30 -- hyena *!sozphobie@*.a892f755.de.hmsk
